,survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,who_woman
793,0,1,45.0,0,0,3.4561841799918147,True,True,True,False,False,False
794,0,3,25.0,0,0,2.1855792552411137,True,True,True,False,True,False
795,0,2,39.0,0,0,2.6390573296152584,True,True,True,False,True,False
796,1,1,49.0,0,0,3.2932111997353943,False,True,False,False,True,True
797,1,3,31.0,0,0,2.270402752283094,False,True,False,False,True,True
798,0,3,30.0,0,0,2.1076888046179385,True,True,True,False,False,False
799,0,3,30.0,1,1,3.224857896545748,False,False,False,False,True,True
800,0,2,34.0,0,0,2.6390573296152584,True,True,True,False,True,False
801,1,2,31.0,1,1,3.305053521109253,False,False,False,False,True,True
802,1,1,11.0,1,2,4.795790545596741,False,False,True,False,True,False
803,1,3,0.42,0,1,2.2530481500547457,False,False,True,False,False,False
804,1,3,27.0,0,0,2.076311648670908,True,True,True,False,True,False
805,0,3,31.0,0,0,2.1719067693519296,True,True,True,False,True,False
806,0,1,39.0,0,0,0.0,True,True,True,False,True,False
807,0,3,18.0,0,0,2.1719067693519296,False,True,False,False,True,True
808,0,2,39.0,0,0,2.6390573296152584,True,True,True,False,True,False
809,1,1,33.0,1,0,3.9908341858524357,False,False,False,False,True,True
810,0,3,26.0,0,0,2.1846457951293594,True,True,True,False,True,False
811,0,3,39.0,0,0,3.224857896545748,True,True,True,False,True,False
812,0,2,35.0,0,0,2.4423470353692043,True,True,True,False,True,False
813,0,3,6.0,4,2,3.4742929367327062,False,False,False,False,True,False
814,0,3,30.5,0,0,2.2027647577118348,True,True,True,False,True,False
815,0,1,39.0,0,0,0.0,True,True,True,False,True,False
816,0,3,23.0,0,0,2.188856327665703,False,True,False,False,True,True
817,0,2,31.0,1,1,3.637696679934592,True,False,True,False,False,False
818,0,3,43.0,0,0,2.0082140323914683,True,True,True,False,True,False
819,0,3,10.0,3,2,3.3638415951183864,False,False,True,False,True,False
820,1,1,52.0,1,1,4.548599834499697,False,False,False,False,True,True
821,1,3,27.0,0,0,2.2682524139135403,True,True,True,False,True,False
822,0,1,38.0,0,0,0.0,True,True,True,False,True,False
823,1,3,27.0,0,1,2.600836116795061,False,False,False,False,True,True
824,0,3,2.0,4,1,3.705920919968788,False,False,True,False,True,False
825,0,3,30.666666666666668,0,0,2.0731719286662407,True,True,True,True,False,False
826,0,3,28.666666666666668,0,0,4.05171190165724,True,True,True,False,True,False
827,1,2,1.0,0,2,3.637696679934592,False,False,True,False,False,False
828,1,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
829,1,1,62.0,0,0,4.394449154672439,False,True,False,False,False,True
830,1,3,15.0,1,0,2.737880811060884,False,False,False,False,False,False
831,1,2,0.83,1,1,2.9831534913471307,False,False,True,False,True,False
832,0,3,24.666666666666668,0,0,2.1076888046179385,True,True,True,False,False,False
833,0,3,23.0,0,0,2.180891922715322,True,True,True,False,True,False
834,0,3,18.0,0,0,2.2300144001592104,True,True,True,False,True,False
835,1,1,39.0,1,1,4.432699549165613,False,False,False,False,False,True
836,0,3,21.0,0,0,2.2682524139135403,True,True,True,False,True,False
837,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
838,1,3,32.0,0,0,4.05171190165724,True,True,True,False,True,False
839,1,1,35.333333333333336,0,0,3.4242626545931514,True,True,True,False,False,False
840,0,3,20.0,0,0,2.188856327665703,True,True,True,False,True,False
841,0,2,16.0,0,0,2.4423470353692043,True,True,True,False,True,False
842,1,1,30.0,0,0,3.4657359027997265,False,True,False,False,False,True
843,0,3,34.5,0,0,2.006534770871748,True,True,True,False,False,False
844,0,3,17.0,0,0,2.2682524139135403,True,True,True,False,True,False
845,0,3,42.0,0,0,2.145931282948669,True,True,True,False,True,False
846,0,3,38.333333333333336,8,2,4.256321678298823,True,False,True,False,True,False
847,0,3,35.0,0,0,2.1855792552411137,True,True,True,False,False,False
848,0,2,28.0,0,1,3.5263605246161616,True,False,True,False,True,False
849,1,1,40.0,1,0,4.500966778400217,False,False,False,False,False,True
850,0,3,4.0,4,2,3.4742929367327062,False,False,True,False,True,False
851,0,3,74.0,0,0,2.1719067693519296,True,True,True,False,True,False
852,0,3,9.0,1,1,2.7878344138303452,False,False,False,False,False,False
853,1,1,16.0,0,1,3.6988297849671046,False,False,False,False,True,True
854,0,2,44.0,1,0,3.295836866004329,False,False,False,False,True,True
855,1,3,18.0,0,1,2.336986519711378,False,False,False,False,True,True
856,1,1,45.0,1,1,5.11118445372147,False,False,False,False,True,True
857,1,1,51.0,0,0,3.3160025355989236,True,True,True,False,True,False
858,1,3,24.0,0,3,3.0085645861193133,False,False,False,False,False,True
859,0,3,24.666666666666668,0,0,2.1076888046179385,True,True,True,False,False,False
860,0,3,41.0,2,0,2.7152442616824506,True,False,True,False,True,False
861,0,2,21.0,1,0,2.5257286443082556,True,False,True,False,True,False
862,1,1,48.0,0,0,3.2932111997353943,False,True,False,False,True,True
863,0,3,38.333333333333336,8,2,4.256321678298823,False,False,False,False,True,True
864,0,2,24.0,0,0,2.6390573296152584,True,True,True,False,True,False
865,1,2,42.0,0,0,2.6390573296152584,False,True,False,False,True,True
866,1,2,27.0,1,0,2.698558631668595,False,False,False,False,False,True
867,0,1,31.0,0,0,3.941500250945973,True,True,True,False,True,False
868,0,3,24.333333333333332,0,0,2.3513752571634776,True,True,True,False,True,False
869,1,3,4.0,1,1,2.495953738718064,False,False,True,False,True,False
870,0,3,26.0,0,0,2.1855792552411137,True,True,True,False,True,False
871,1,1,47.0,1,1,3.9806942251907276,False,False,False,False,True,True
872,0,1,33.0,0,0,1.791759469228055,True,True,True,False,True,False
873,0,3,47.0,0,0,2.302585092994046,True,True,True,False,True,False
874,1,2,28.0,1,0,3.2188758248682006,False,False,False,False,False,True
875,1,3,15.0,0,0,2.1071782966514356,False,True,False,False,False,False
876,0,3,20.0,0,0,2.3837779082709782,True,True,True,False,True,False
877,0,3,19.0,0,0,2.1855792552411137,True,True,True,False,True,False
878,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
879,1,1,56.0,0,1,4.432699549165613,False,False,False,False,False,True
880,1,2,25.0,0,1,3.295836866004329,False,False,False,False,True,True
881,0,3,33.0,0,0,2.1855792552411137,True,True,True,False,True,False
882,0,3,22.0,0,0,2.4437981558973862,False,True,False,False,True,True
883,0,2,28.0,0,0,2.4423470353692043,True,True,True,False,True,False
884,0,3,25.0,0,0,2.085672091430472,True,True,True,False,True,False
885,0,3,39.0,0,5,3.405355391810819,False,False,False,True,False,True
886,0,2,27.0,0,0,2.6390573296152584,True,True,True,False,True,False
887,1,1,19.0,0,0,3.4339872044851463,False,True,False,False,True,True
888,0,3,25.333333333333332,1,2,3.196630215920881,False,False,False,False,True,True
889,1,1,26.0,0,0,3.4339872044851463,True,True,True,False,False,False
890,0,3,32.0,0,0,2.169053700369523,True,True,True,True,False,False
